Aisle,Location,Scan Date,Occupancy,Barcode,Expected,Scanned,Status,Sub Status,Result Age,Barcode actually scanned at,Barcode should be at,Client,Assignee,Comment,Hidden
AU 2,AU04C02,2024-06-15 03:24:32,Occupied,299104,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04C03,2024-06-15 03:24:32,Occupied,299091,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04D01,2024-06-15 03:24:32,Occupied,299106,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04D02,2024-06-15 03:24:32,Occupied,299105,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04D03,2024-06-15 03:24:32,Occupied,299090,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04E01,2024-06-15 03:24:32,Occupied,299092,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04E02,2024-06-15 03:24:32,Occupied,299088,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04E03,2024-06-15 03:24:32,Occupied,299108,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04F01,2024-06-15 03:24:32,Occupied,299093,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04F02,2024-06-15 03:24:32,Occupied,299089,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04F03,2024-06-15 03:24:32,Occupied,299109,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU04G01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU04G02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU04G03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU04H01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU04H02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU04H03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU04J01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU04J02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU04J03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU06A01,2024-06-15 03:24:32,Occupied,298698,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06A02,2024-06-15 03:24:32,Occupied,298699,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06A03,2024-06-15 03:24:32,Occupied,298700,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06B01,2024-06-15 03:24:32,Occupied,298721,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06B02,2024-06-15 03:24:32,Occupied,298723,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06B03,2024-06-15 03:24:32,Occupied,298724,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06C01,2024-06-15 03:24:32,Occupied,299111,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06C02,2024-06-15 03:24:32,Occupied,299080,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06C03,2024-06-15 03:24:32,Occupied,299124,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06D01,2024-06-15 03:24:32,Occupied,299110,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06D02,2024-06-15 03:24:32,Occupied,299079,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06D03,2024-06-15 03:24:32,Occupied,299083,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06E01,2024-06-15 03:24:32,Occupied,299078,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06E02,2024-06-15 03:24:32,Occupied,299082,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06E03,2024-06-15 03:24:32,Occupied,299087,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06F01,2024-06-15 03:24:32,Occupied,299077,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06F02,2024-06-15 03:24:32,Occupied,299081,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06F03,2024-06-15 03:24:32,Occupied,299086,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU06G01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU06G02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU06G03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU06H01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU06H02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU06H03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU06J01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU06J02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU06J03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU08A01,2024-06-15 03:24:32,Occupied,298716,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08A02,2024-06-15 03:24:32,Occupied,298693,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08A03,2024-06-15 03:24:32,Occupied,298694,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08B01,2024-06-15 03:24:32,Occupied,298738,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08B02,2024-06-15 03:24:32,Occupied,298720,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08B03,2024-06-15 03:24:32,Occupied,298737,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08C01,2024-06-15 03:24:32,Occupied,299084,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08C02,2024-06-15 03:24:32,Occupied,299115,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08C03,2024-06-15 03:24:32,Occupied,299118,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08D01,2024-06-15 03:24:32,Occupied,299085,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08D02,2024-06-15 03:24:32,Occupied,299114,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08D03,2024-06-15 03:24:32,Occupied,299119,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08E01,2024-06-15 03:24:32,Occupied,299112,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08E02,2024-06-15 03:24:32,Occupied,299116,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08E03,2024-06-15 03:24:32,Occupied,299123,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08F01,2024-06-15 03:24:32,Occupied,299113,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08F02,2024-06-15 03:24:32,Occupied,299117,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08F03,2024-06-15 03:24:32,Occupied,299122,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU08G01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU08G02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU08G03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU08H01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU08H02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU08H03,2024-06-15 03:24:32,Occupied,8000091017,No,Yes,Error,Unexpected item with barcode,2,,,,,,
AU 2,AU08J01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU08J02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU08J03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,18,,,,,,
AU 2,AU10A01,2024-06-15 03:24:32,Occupied,298715,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10A02,2024-06-15 03:24:32,Occupied,298739,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10A03,2024-06-15 03:24:32,Occupied,298742,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10B01,2024-06-15 03:24:32,Occupied,298719,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10B02,2024-06-15 03:24:32,Occupied,298726,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10B03,2024-06-15 03:24:32,Occupied,298725,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10C01,2024-06-15 03:24:32,Occupied,299120,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10C02,2024-06-15 03:24:32,Occupied,299017,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10C03,2024-06-15 03:24:32,Occupied,299016,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10D01,2024-06-15 03:24:32,Occupied,299121,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10D02,2024-06-15 03:24:32,Occupied,299018,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10D03,2024-06-15 03:24:32,Occupied,299015,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10E01,2024-06-15 03:24:32,Occupied,299022,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10E02,2024-06-15 03:24:32,Occupied,299019,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10E03,2024-06-15 03:24:32,Occupied,299014,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10F01,2024-06-15 03:24:32,Occupied,299021,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10F02,2024-06-15 03:24:32,Occupied,299020,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10F03,2024-06-15 03:24:32,Occupied,299013,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU10G01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU10G02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU10G03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU10H01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU10H02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU10H03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU10J01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU10J02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU10J03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU12A01,2024-06-15 03:24:32,Occupied,298718,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12A02,2024-06-15 03:24:32,Occupied,298736,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12A03,2024-06-15 03:24:32,Occupied,298717,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12B01,2024-06-15 03:24:32,Occupied,298732,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12B02,2024-06-15 03:24:32,Occupied,298710,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12B02,2024-06-15 03:24:32,Occupied,198710,No,Yes,Correct,Contains expected item,22,,,,,,
AU 2,AU12B03,2024-06-15 03:24:32,Occupied,298731,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12C01,2024-06-15 03:24:32,Occupied,299010,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12C02,2024-06-15 03:24:32,Occupied,299006,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12C03,2024-06-15 03:24:32,Occupied,299004,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12D01,2024-06-15 03:24:32,Occupied,299009,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12D02,2024-06-15 03:24:32,Occupied,299005,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12D03,2024-06-15 03:24:32,Occupied,299003,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12E01,2024-06-15 03:24:32,Occupied,299012,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12E02,2024-06-15 03:24:32,Occupied,299008,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12E02,2024-06-15 03:24:32,Occupied,199008,No,Yes,Correct,Contains expected item,22,,,,,,
AU 2,AU12E03,2024-06-15 03:24:32,Occupied,299002,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12F01,2024-06-15 03:24:32,Occupied,299011,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12F02,2024-06-15 03:24:32,Occupied,299007,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12F03,2024-06-15 03:24:32,Occupied,299001,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU12G01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU12G02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU12G03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU12H01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU12H02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU12H03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU12J01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU12J02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU12J03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU14A01,2024-06-15 03:24:32,Occupied,298735,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14A02,2024-06-15 03:24:32,Occupied,298727,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14A03,2024-06-15 03:24:32,Occupied,298728,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14B01,2024-06-15 03:24:32,Occupied,298709,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14B02,2024-06-15 03:24:32,Occupied,298707,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14B03,2024-06-15 03:24:32,Occupied,298708,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14C01,2024-06-15 03:24:32,Occupied,298998,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14C02,2024-06-15 03:24:32,Occupied,298997,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14C03,2024-06-15 03:24:32,Occupied,298991,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14D01,2024-06-15 03:24:32,Occupied,299000,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14D02,2024-06-15 03:24:32,Occupied,298994,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14D03,2024-06-15 03:24:32,Occupied,298992,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14E01,2024-06-15 03:24:32,Occupied,298999,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14E01,2024-06-15 03:24:32,Occupied,188888,No,Yes,Correct,Contains expected item,22,,,,,,
AU 2,AU14E02,2024-06-15 03:24:32,Occupied,298996,Yes,No,Error,Incorrect barcode,0,,,AMPHENOL,,,
AU 2,AU14E02,2024-06-15 03:24:32,Occupied,298966,No,Yes,Error,Incorrect barcode,0,,,,,,
AU 2,AU14E03,2024-06-15 03:24:32,Occupied,298990,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14F01,2024-06-15 03:24:32,Occupied,298993,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14F02,2024-06-15 03:24:32,Occupied,298995,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14F03,2024-06-15 03:24:32,Occupied,298989,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU14G01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU14G02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU14G03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU14H01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU14H02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU14H03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU14J01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU14J02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU14J03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU16A01,2024-06-15 03:24:32,Occupied,298734,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16A02,2024-06-15 03:24:32,Occupied,298704,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16A03,2024-06-15 03:24:32,Occupied,298733,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16B01,2024-06-15 03:24:32,Occupied,298706,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16B02,2024-06-15 03:24:32,Occupied,298986,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16B03,2024-06-15 03:24:32,Occupied,298705,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16C01,2024-06-15 03:24:32,Occupied,298985,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16C02,2024-06-15 03:24:32,Occupied,298981,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16C03,2024-06-15 03:24:32,Occupied,299023,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16D01,2024-06-15 03:24:32,Occupied,298988,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16D02,2024-06-15 03:24:32,Occupied,298984,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16D03,2024-06-15 03:24:32,Occupied,298980,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16E01,2024-06-15 03:24:32,Occupied,298987,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16E02,2024-06-15 03:24:32,Occupied,298983,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16E03,2024-06-15 03:24:32,Occupied,298979,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16F01,2024-06-15 03:24:32,Occupied,298982,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16F02,2024-06-15 03:24:32,Occupied,299024,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16F03,2024-06-15 03:24:32,Occupied,298976,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU16G01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU16G02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU16G03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU16H01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU16H02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU16H03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU16J01,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU16J02,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU16J03,2024-06-15 03:24:32,Empty,,,,Correct,Empty as expected,22,,,,,,
AU 2,AU18A01,2024-06-15 03:24:32,Occupied,298703,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU18A02,2024-06-15 03:24:32,Occupied,298729,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU18A03,2024-06-15 03:24:32,Occupied,298730,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU18B01,2024-06-15 03:24:32,Occupied,299026,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU18B02,2024-06-15 03:24:32,Occupied,299031,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
AU 2,AU18B03,2024-06-15 03:24:32,Occupied,299035,Yes,Yes,Correct,Contains expected item,22,,,AMPHENOL,,,
